id,customer_id,calculation_type,origin,destination,weight_in_tonnes,specific_method,created_at,updated_at,co2_in_g,file_name
834,CVO-28523,truck,"Gennevilliers, France","Higher Kinnerton, United Kingdom",0.008,"",2021-09-07 16:16:31 UTC,2021-09-07 16:16:31 UTC,377,Convelio202109071809220200
835,CVO-24735,truck,"Paris, France","Vésenaz, Switzerland",0.008,"",2021-09-07 16:16:32 UTC,2021-09-07 16:16:32 UTC,258,Convelio202109071809220200
836,CVO-29123,air_freight,"Paris, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:33 UTC,2021-09-07 16:16:33 UTC,36889,Convelio202109071809220200
837,CVO-33758,air_freight,"Paris, France","Singapore, Singapore",0.008,freighter,2021-09-07 16:16:34 UTC,2021-09-07 16:16:34 UTC,41062,Convelio202109071809220200
838,CVO-30122,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:34 UTC,2021-09-07 16:16:34 UTC,36889,Convelio202109071809220200
839,CVO-16194,air_freight,"Gennevilliers, France","Barcelos, Portugal",0.008,freighter,2021-09-07 16:16:36 UTC,2021-09-07 16:16:36 UTC,6152,Convelio202109071809220200
840,CVO-18388,air_freight,"Paris, France","Aveley, Australia",0.008,freighter,2021-09-07 16:16:37 UTC,2021-09-07 16:16:37 UTC,54480,Convelio202109071809220200
841,CVO-19380,air_freight,"Paris, France","Olivette, United States",0.008,freighter,2021-09-07 16:16:39 UTC,2021-09-07 16:16:39 UTC,26968,Convelio202109071809220200
842,CVO-30125,air_freight,"Gennevilliers, France","Voorheesville, United States",0.008,freighter,2021-09-07 16:16:40 UTC,2021-09-07 16:16:40 UTC,21603,Convelio202109071809220200
843,CVO-27452,air_freight,"Paris, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:41 UTC,2021-09-07 16:16:41 UTC,36889,Convelio202109071809220200
844,CVO-24886,air_freight,"Paris, France","New York, United States",0.008,freighter,2021-09-07 16:16:42 UTC,2021-09-07 16:16:42 UTC,22108,Convelio202109071809220200
845,CVO-31408,truck,"Gennevilliers, France","Oberhaching, Germany",0.008,"",2021-09-07 16:16:43 UTC,2021-09-07 16:16:43 UTC,436,Convelio202109071809220200
846,CVO-17202,air_freight,"Paris, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:44 UTC,2021-09-07 16:16:44 UTC,36889,Convelio202109071809220200
847,CVO-27302,truck,"Gennevilliers, France","FR01420, France",0.008,"",2021-09-07 16:16:45 UTC,2021-09-07 16:16:45 UTC,3433,Convelio202109071809220200
848,CVO-11521,air_freight,"Paris, France","New York, United States",0.008,freighter,2021-09-07 16:16:46 UTC,2021-09-07 16:16:46 UTC,22108,Convelio202109071809220200
849,CVO-29618,air_freight,"Paris, France","New Territories, Hong Kong",0.008,freighter,2021-09-07 16:16:47 UTC,2021-09-07 16:16:47 UTC,36863,Convelio202109071809220200
850,CVO-19268,air_freight,"Paris, France","Singapore, Singapore",0.008,freighter,2021-09-07 16:16:48 UTC,2021-09-07 16:16:48 UTC,41062,Convelio202109071809220200
851,CVO-25338,truck,"Gennevilliers, France","Milano, Italy",0.008,"",2021-09-07 16:16:49 UTC,2021-09-07 16:16:49 UTC,408,Convelio202109071809220200
852,CVO-26352,air_freight,"Gennevilliers, France","Toronto, Canada",0.008,freighter,2021-09-07 16:16:50 UTC,2021-09-07 16:16:50 UTC,22712,Convelio202109071809220200
853,CVO-29640,air_freight,"Paris, France","Berkeley, United States",0.008,freighter,2021-09-07 16:16:50 UTC,2021-09-07 16:16:50 UTC,34281,Convelio202109071809220200
854,CVO-23164,air_freight,"Paris, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:51 UTC,2021-09-07 16:16:51 UTC,36889,Convelio202109071809220200
855,CVO-22337,truck,"Paris, France","Illkirch-Graffenstaden, France",0.008,"",2021-09-07 16:16:52 UTC,2021-09-07 16:16:52 UTC,249,Convelio202109071809220200
856,CVO-31597,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.008,freighter,2021-09-07 16:16:53 UTC,2021-09-07 16:16:53 UTC,36889,Convelio202109071809220200
857,CVO-19572,air_freight,"Paris, France","Santa Fe, United States",0.008,freighter,2021-09-07 16:16:54 UTC,2021-09-07 16:16:54 UTC,31704,Convelio202109071809220200
858,CVO-19365,air_freight,"Paris, France","Ellicott City, United States",0.008,freighter,2021-09-07 16:16:56 UTC,2021-09-07 16:16:56 UTC,23225,Convelio202109071809220200
859,CVO-20199,air_freight,"Paris, France","New Taipei City, Taiwan",0.008,freighter,2021-09-07 16:16:57 UTC,2021-09-07 16:16:57 UTC,37645,Convelio202109071809220200
860,CVO-36455,air_freight,"Gennevilliers, France","Strathfieldsaye, Australia",0.008,freighter,2021-09-07 16:16:58 UTC,2021-09-07 16:16:58 UTC,63596,Convelio202109071809220200
861,CVO-33258,air_freight,"Washington, United States","London, United Kingdom",0.008636364,freighter,2021-09-07 16:16:58 UTC,2021-09-07 16:16:58 UTC,31543,Convelio202109071809220200
862,CVO-19961,truck,"New York, United States","Sagle, United States",0.008636364,"",2021-09-07 16:16:59 UTC,2021-09-07 16:16:59 UTC,2336,Convelio202109071809220200
863,CVO-17208,air_freight,"Gennevilliers, France","Château-d'Oex, Switzerland",0.009,freighter,2021-09-07 16:17:01 UTC,2021-09-07 16:17:01 UTC,2709,Convelio202109071809220200
864,CVO-19150,air_freight,"Paris, France","Hong Kong, Hong Kong",0.009,freighter,2021-09-07 16:17:01 UTC,2021-09-07 16:17:01 UTC,41500,Convelio202109071809220200
865,CVO-33787,truck,"Paris, France","Saint Julian's, Malta",0.009,"",2021-09-07 16:17:03 UTC,2021-09-07 16:17:03 UTC,1238,Convelio202109071809220200
866,CVO-17392,air_freight,"Gennevilliers, France","Zürich, Switzerland",0.009,freighter,2021-09-07 16:17:03 UTC,2021-09-07 16:17:03 UTC,2935,Convelio202109071809220200
867,CVO-29545,air_freight,"Gennevilliers, France","Washington, United States",0.009,freighter,2021-09-07 16:17:04 UTC,2021-09-07 16:17:04 UTC,34370,Convelio202109071809220200
868,CVO-34680,air_freight,"Paris, France","Kowloon, Hong Kong",0.009,freighter,2021-09-07 16:17:05 UTC,2021-09-07 16:17:05 UTC,41505,Convelio202109071809220200
869,CVO-29824,air_freight,"Paris, France","Chuo, Japan",0.009,freighter,2021-09-07 16:17:06 UTC,2021-09-07 16:17:06 UTC,41887,Convelio202109071809220200
870,CVO-26096,truck,"Gennevilliers, France","Hamburg, Germany",0.009,"",2021-09-07 16:17:07 UTC,2021-09-07 16:17:07 UTC,527,Convelio202109071809220200
871,CVO-31163,truck,"Gennevilliers, France","Porto, Portugal",0.009,"",2021-09-07 16:17:08 UTC,2021-09-07 16:17:08 UTC,862,Convelio202109071809220200
872,CVO-24845,truck,"Paris, France","Ferrara, Italy",0.009,"",2021-09-07 16:17:09 UTC,2021-09-07 16:17:09 UTC,591,Convelio202109071809220200
873,CVO-36138,air_freight,"Paris, France","Kensington, United States",0.009,freighter,2021-09-07 16:17:10 UTC,2021-09-07 16:17:10 UTC,25405,Convelio202109071809220200
874,CVO-35892,air_freight,"Paris, France","Akron, United States",0.009,freighter,2021-09-07 16:17:11 UTC,2021-09-07 16:17:11 UTC,26979,Convelio202109071809220200
875,CVO-29641,truck,"Paris, France","Selling, United Kingdom",0.01,"",2021-09-07 16:17:13 UTC,2021-09-07 16:17:13 UTC,272,Convelio202109071809220200
876,CVO-25824,truck,"Gennevilliers, France","Witten, Germany",0.01,"",2021-09-07 16:17:14 UTC,2021-09-07 16:17:14 UTC,360,Convelio202109071809220200
877,CVO-26039,air_freight,"Gennevilliers, France","Gloucester, United States",0.01,freighter,2021-09-07 16:17:15 UTC,2021-09-07 16:17:15 UTC,25900,Convelio202109071809220200
878,CVO-24854,air_freight,"Paris, France","New York, United States",0.01,freighter,2021-09-07 16:17:16 UTC,2021-09-07 16:17:16 UTC,27635,Convelio202109071809220200
879,CVO-17760,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.01,freighter,2021-09-07 16:17:17 UTC,2021-09-07 16:17:17 UTC,46112,Convelio202109071809220200
880,CVO-18131,air_freight,"Paris, France","Waterford Township, United States",0.01,freighter,2021-09-07 16:17:19 UTC,2021-09-07 16:17:19 UTC,30031,Convelio202109071809220200
881,CVO-27588,truck,"Gennevilliers, France","Bucuresti, Romania",0.01,"",2021-09-07 16:17:20 UTC,2021-09-07 16:17:20 UTC,1478,Convelio202109071809220200
882,CVO-25459,truck,"Gennevilliers, France","London, United Kingdom",0.01,"",2021-09-07 16:17:21 UTC,2021-09-07 16:17:21 UTC,264,Convelio202109071809220200
883,CVO-30685,air_freight,"Gennevilliers, France","Kuala Lumpur, Malaysia",0.01,freighter,2021-09-07 16:17:22 UTC,2021-09-07 16:17:22 UTC,49896,Convelio202109071809220200
884,CVO-24848,air_freight,"Paris, France","New York, United States",0.01,freighter,2021-09-07 16:17:22 UTC,2021-09-07 16:17:22 UTC,27635,Convelio202109071809220200
885,CVO-16199,air_freight,"Paris, France","Kowloon, Hong Kong",0.01,freighter,2021-09-07 16:17:23 UTC,2021-09-07 16:17:23 UTC,46116,Convelio202109071809220200
886,CVO-23558,air_freight,"Gennevilliers, France","Laredo, United States",0.01,freighter,2021-09-07 16:17:24 UTC,2021-09-07 16:17:24 UTC,40957,Convelio202109071809220200
887,CVO-35660,air_freight,"Gennevilliers, France","Richmond, United States",0.01,freighter,2021-09-07 16:17:26 UTC,2021-09-07 16:17:26 UTC,29808,Convelio202109071809220200
888,CVO-25418,truck,"Gennevilliers, France","London, United Kingdom",0.011,"",2021-09-07 16:17:26 UTC,2021-09-07 16:17:26 UTC,290,Convelio202109071809220200
889,CVO-5783,truck,"Paris, France","Milano, Italy",0.011,"",2021-09-07 16:17:27 UTC,2021-09-07 16:17:27 UTC,554,Convelio202109071809220200
890,CVO-25871,truck,"Gennevilliers, France","Stuttgart, Germany",0.011,"",2021-09-07 16:17:28 UTC,2021-09-07 16:17:28 UTC,437,Convelio202109071809220200
891,CVO-27384,truck,"Gennevilliers, France","Dublin, Ireland",0.011,"",2021-09-07 16:17:29 UTC,2021-09-07 16:17:29 UTC,670,Convelio202109071809220200
892,CVO-13696,air_freight,"Gennevilliers, France","Aspen, United States",0.011,freighter,2021-09-07 16:17:30 UTC,2021-09-07 16:17:30 UTC,42272,Convelio202109071809220200
893,CVO-25402,truck,"Gennevilliers, France","London, United Kingdom",0.011,"",2021-09-07 16:17:30 UTC,2021-09-07 16:17:30 UTC,290,Convelio202109071809220200
894,CVO-24573,truck,"Paris, France","Burgas, Bulgaria",0.011,"",2021-09-07 16:17:32 UTC,2021-09-07 16:17:32 UTC,1789,Convelio202109071809220200
895,CVO-28480,air_freight,"Paris, France","Los Angeles, United States",0.011,freighter,2021-09-07 16:17:32 UTC,2021-09-07 16:17:32 UTC,47911,Convelio202109071809220200
896,CVO-36972,air_freight,"Paris, France","Atlanta, United States",0.011,freighter,2021-09-07 16:17:33 UTC,2021-09-07 16:17:33 UTC,36948,Convelio202109071809220200
897,CVO-18703,truck,"Hopewell, United States","Waimea, United States",0.011363636,"",2021-09-07 16:17:35 UTC,2021-09-07 16:17:35 UTC,6874,Convelio202109071809220200
898,CVO-10453,air_freight,"Paris, France","Oceanside, United States",0.012,freighter,2021-09-07 16:17:36 UTC,2021-09-07 16:17:36 UTC,33053,Convelio202109071809220200
899,CVO-21453,air_freight,"Paris, France","Santo Domingo, Dominican Republic",0.012,freighter,2021-09-07 16:17:37 UTC,2021-09-07 16:17:37 UTC,41200,Convelio202109071809220200
900,CVO-23280,truck,"Gennevilliers, France","Gravina in Puglia, Italy",0.012,"",2021-09-07 16:17:39 UTC,2021-09-07 16:17:39 UTC,1351,Convelio202109071809220200
901,CVO-33626,truck,"Paris, France","Mougins, France",0.012,"",2021-09-07 16:17:40 UTC,2021-09-07 16:17:40 UTC,648,Convelio202109071809220200
902,CVO-19983,air_freight,"Paris, France","Singapore, Singapore",0.012,freighter,2021-09-07 16:17:41 UTC,2021-09-07 16:17:41 UTC,61593,Convelio202109071809220200
903,CVO-34133,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.012,freighter,2021-09-07 16:17:41 UTC,2021-09-07 16:17:41 UTC,55334,Convelio202109071809220200
904,CVO-34659,truck,"Paris, France","Chessington, United Kingdom",0.012,"",2021-09-07 16:17:43 UTC,2021-09-07 16:17:43 UTC,318,Convelio202109071809220200
905,CVO-27310,air_freight,"Gennevilliers, France","New York, United States",0.012,freighter,2021-09-07 16:17:44 UTC,2021-09-07 16:17:44 UTC,33124,Convelio202109071809220200
906,CVO-31336,truck,"Paris, France","Ennetbaden, Switzerland",0.012,"",2021-09-07 16:17:45 UTC,2021-09-07 16:17:45 UTC,442,Convelio202109071809220200
907,CVO-28709,truck,"Gennevilliers, France","Torino, Italy",0.012,"",2021-09-07 16:17:46 UTC,2021-09-07 16:17:46 UTC,560,Convelio202109071809220200
908,CVO-37458,truck,"Paris, France","Herrliberg, Switzerland",0.012,"",2021-09-07 16:17:47 UTC,2021-09-07 16:17:47 UTC,470,Convelio202109071809220200
909,CVO-4082,air_freight,"New York, United States","Moskva, Russia",0.013,freighter,2021-09-07 16:17:48 UTC,2021-09-07 16:17:48 UTC,46768,Convelio202109071809220200
910,CVO-27123,air_freight,"Paris, France","Hong Kong, Hong Kong",0.013,freighter,2021-09-07 16:17:49 UTC,2021-09-07 16:17:49 UTC,59945,Convelio202109071809220200
911,CVO-31164,air_freight,"Paris, France","Zagreb, Croatia",0.013,freighter,2021-09-07 16:17:49 UTC,2021-09-07 16:17:49 UTC,9188,Convelio202109071809220200
912,CVO-18134,air_freight,"Paris, France","Lutry, Switzerland",0.013,freighter,2021-09-07 16:17:50 UTC,2021-09-07 16:17:50 UTC,3625,Convelio202109071809220200
913,CVO-9943,air_freight,"Paris, France","Hong Kong, Hong Kong",0.013,freighter,2021-09-07 16:17:52 UTC,2021-09-07 16:17:52 UTC,59945,Convelio202109071809220200
914,CVO-32251,air_freight,"Gennevilliers, France","Miami, United States",0.013,freighter,2021-09-07 16:17:53 UTC,2021-09-07 16:17:53 UTC,45716,Convelio202109071809220200
915,CVO-22029,air_freight,"Gennevilliers, France","Miami, United States",0.013,freighter,2021-09-07 16:17:54 UTC,2021-09-07 16:17:54 UTC,45716,Convelio202109071809220200
916,CVO-28705,truck,"Gennevilliers, France","Madrid, Spain",0.013,"",2021-09-07 16:17:55 UTC,2021-09-07 16:17:55 UTC,1083,Convelio202109071809220200
917,CVO-24951,truck,"Gennevilliers, France","Chieti, Italy",0.013,"",2021-09-07 16:17:57 UTC,2021-09-07 16:17:57 UTC,1204,Convelio202109071809220200
918,CVO-11545,air_freight,"Paris, France","Viken, Sweden",0.013,freighter,2021-09-07 16:17:58 UTC,2021-09-07 16:17:58 UTC,9063,Convelio202109071809220200
919,CVO-24836,truck,"Paris, France","London, United Kingdom",0.013,"",2021-09-07 16:17:58 UTC,2021-09-07 16:17:58 UTC,352,Convelio202109071809220200
920,CVO-14269,air_freight,"Gennevilliers, France","Houston, United States",0.013,freighter,2021-09-07 16:17:59 UTC,2021-09-07 16:17:59 UTC,50431,Convelio202109071809220200
921,CVO-16173,air_freight,"Paris, France","Taoyuan, Taiwan",0.013,freighter,2021-09-07 16:18:01 UTC,2021-09-07 16:18:01 UTC,61130,Convelio202109071809220200
922,CVO-29473,air_freight,"Paris, France","Hong Kong, Hong Kong",0.013,freighter,2021-09-07 16:18:02 UTC,2021-09-07 16:18:02 UTC,59945,Convelio202109071809220200
923,CVO-25443,truck,"Gennevilliers, France","Schilde, Belgium",0.013,"",2021-09-07 16:18:03 UTC,2021-09-07 16:18:03 UTC,312,Convelio202109071809220200
924,CVO-30473,truck,"Gennevilliers, France","Desenzano del Garda, Italy",0.013,"",2021-09-07 16:18:04 UTC,2021-09-07 16:18:04 UTC,749,Convelio202109071809220200
925,CVO-35187,air_freight,"Paris, France","Houston, United States",0.013,freighter,2021-09-07 16:18:05 UTC,2021-09-07 16:18:05 UTC,50474,Convelio202109071809220200
926,CVO-27098,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.014,freighter,2021-09-07 16:18:06 UTC,2021-09-07 16:18:06 UTC,64556,Convelio202109071809220200
927,CVO-21816,air_freight,"Paris, France","New York, United States",0.014,freighter,2021-09-07 16:18:07 UTC,2021-09-07 16:18:07 UTC,38689,Convelio202109071809220200
928,CVO-29134,truck,"Paris, France","Madrid, Spain",0.014,"",2021-09-07 16:18:07 UTC,2021-09-07 16:18:07 UTC,1162,Convelio202109071809220200
929,CVO-10063,air_freight,"Paris, France","New York, United States",0.014,freighter,2021-09-07 16:18:08 UTC,2021-09-07 16:18:08 UTC,38689,Convelio202109071809220200
930,CVO-34693,truck,"Gennevilliers, France","Venezia, Italy",0.014,"",2021-09-07 16:18:09 UTC,2021-09-07 16:18:09 UTC,938,Convelio202109071809220200
931,CVO-21190,air_freight,"Gennevilliers, France","Tambon Nong Prue, Thailand",0.014,freighter,2021-09-07 16:18:11 UTC,2021-09-07 16:18:11 UTC,62393,Convelio202109071809220200
932,CVO-19388,truck,"Paris, France","Heidelberg, Germany",0.014,"",2021-09-07 16:18:12 UTC,2021-09-07 16:18:12 UTC,511,Convelio202109071809220200
933,CVO-31275,air_freight,"Paris, France","Hanói, Vietnam",0.014,freighter,2021-09-07 16:18:13 UTC,2021-09-07 16:18:13 UTC,61705,Convelio202109071809220200
934,CVO-18427,truck,"Gennevilliers, France","Milano, Italy",0.014,"",2021-09-07 16:18:14 UTC,2021-09-07 16:18:14 UTC,714,Convelio202109071809220200
935,CVO-20512,truck,"Gennevilliers, France","Milano, Italy",0.014,"",2021-09-07 16:18:15 UTC,2021-09-07 16:18:15 UTC,714,Convelio202109071809220200
936,CVO-27938,air_freight,"Gennevilliers, France","Belmont, United States",0.014,freighter,2021-09-07 16:18:16 UTC,2021-09-07 16:18:16 UTC,60158,Convelio202109071809220200
937,CVO-32664,truck,"Gennevilliers, France","Veltheim, Germany",0.014,"",2021-09-07 16:18:17 UTC,2021-09-07 16:18:17 UTC,767,Convelio202109071809220200
938,CVO-19385,air_freight,"Paris, France","Chiyoda, Japan",0.014,freighter,2021-09-07 16:18:18 UTC,2021-09-07 16:18:18 UTC,65138,Convelio202109071809220200
939,CVO-10646,air_freight,"Paris, France","Corte Madera, United States",0.015,freighter,2021-09-07 16:18:20 UTC,2021-09-07 16:18:20 UTC,64334,Convelio202109071809220200
940,CVO-19376,air_freight,"Paris, France","Taipei City, Taiwan",0.015,freighter,2021-09-07 16:18:20 UTC,2021-09-07 16:18:20 UTC,70620,Convelio202109071809220200
941,CVO-27613,air_freight,"Gennevilliers, France","New York, United States",0.015,freighter,2021-09-07 16:18:21 UTC,2021-09-07 16:18:21 UTC,41405,Convelio202109071809220200
942,CVO-25979,truck,"Gennevilliers, France","Dublin, Ireland",0.015,"",2021-09-07 16:18:22 UTC,2021-09-07 16:18:22 UTC,913,Convelio202109071809220200
943,CVO-23354,air_freight,"Paris, France","Hong Kong, Hong Kong",0.015,freighter,2021-09-07 16:18:23 UTC,2021-09-07 16:18:23 UTC,69167,Convelio202109071809220200
944,CVO-28711,truck,"Gennevilliers, France","Eastbourne, United Kingdom",0.015,"",2021-09-07 16:18:24 UTC,2021-09-07 16:18:24 UTC,295,Convelio202109071809220200
945,CVO-27344,air_freight,"Gennevilliers, France","San Antonio, United States",0.015,freighter,2021-09-07 16:18:25 UTC,2021-09-07 16:18:25 UTC,59834,Convelio202109071809220200
946,CVO-34996,air_freight,"Gennevilliers, France","Los Altos Hills, United States",0.015,freighter,2021-09-07 16:18:27 UTC,2021-09-07 16:18:27 UTC,64497,Convelio202109071809220200
947,CVO-34691,air_freight,"Paris, France","Singapore, Singapore",0.015,freighter,2021-09-07 16:18:27 UTC,2021-09-07 16:18:27 UTC,76991,Convelio202109071809220200
948,CVO-35587,air_freight,"Gennevilliers, France","Chicago, United States",0.015,freighter,2021-09-07 16:18:28 UTC,2021-09-07 16:18:28 UTC,47418,Convelio202109071809220200
949,CVO-36533,air_freight,"Paris, France","Hong Kong, Hong Kong (香港)",0.015,freighter,2021-09-07 16:18:30 UTC,2021-09-07 16:18:30 UTC,69167,Convelio202109071809220200
950,CVO-33797,air_freight,"Paris, France","Hong Kong, Hong Kong",0.016,freighter,2021-09-07 16:18:30 UTC,2021-09-07 16:18:30 UTC,73779,Convelio202109071809220200
951,CVO-10494,air_freight,"Paris, France","Minato, Japan",0.016,freighter,2021-09-07 16:18:31 UTC,2021-09-07 16:18:31 UTC,74466,Convelio202109071809220200
952,CVO-19136,truck,"London, United Kingdom","Gennevilliers, France",0.016,"",2021-09-07 16:18:32 UTC,2021-09-07 16:18:32 UTC,422,Convelio202109071809220200
953,CVO-33949,truck,"Gennevilliers, France","Murcia, Spain",0.016,"",2021-09-07 16:18:33 UTC,2021-09-07 16:18:33 UTC,1572,Convelio202109071809220200
954,CVO-34828,air_freight,"Gennevilliers, France","Gilbert, United States",0.016,freighter,2021-09-07 16:18:35 UTC,2021-09-07 16:18:35 UTC,67421,Convelio202109071809220200
955,CVO-18389,air_freight,"Paris, France","Miami, United States",0.017,freighter,2021-09-07 16:18:36 UTC,2021-09-07 16:18:36 UTC,59834,Convelio202109071809220200
956,CVO-31806,air_freight,"Gennevilliers, France","Shinjuku, Japan",0.017,freighter,2021-09-07 16:18:37 UTC,2021-09-07 16:18:37 UTC,79048,Convelio202109071809220200
957,CVO-34861,truck,"Gennevilliers, France","Sofia, Bulgaria",0.017,"",2021-09-07 16:18:38 UTC,2021-09-07 16:18:38 UTC,2363,Convelio202109071809220200
958,CVO-34161,air_freight,"Gennevilliers, France","Minato, Japan",0.017,freighter,2021-09-07 16:18:39 UTC,2021-09-07 16:18:39 UTC,79088,Convelio202109071809220200
959,CVO-16652,truck,"Gennevilliers, France","Kapellen, Belgium",0.017,"",2021-09-07 16:18:39 UTC,2021-09-07 16:18:39 UTC,411,Convelio202109071809220200
960,CVO-13866,air_freight,"Paris, France","Abu Dhabi, United Arab Emirates",0.017,freighter,2021-09-07 16:18:41 UTC,2021-09-07 16:18:41 UTC,42173,Convelio202109071809220200
961,CVO-18607,truck,"Chicago, United States","Haverford, United States",0.017272727,"",2021-09-07 16:18:42 UTC,2021-09-07 16:18:42 UTC,1435,Convelio202109071809220200
962,CVO-30451,air_freight,"Gennevilliers, France","Birmingham, United States",0.018,freighter,2021-09-07 16:18:43 UTC,2021-09-07 16:18:43 UTC,62036,Convelio202109071809220200
963,CVO-22757,air_freight,"Paris, France","Minato, Japan",0.018,freighter,2021-09-07 16:18:43 UTC,2021-09-07 16:18:43 UTC,83775,Convelio202109071809220200
964,CVO-34338,air_freight,"Paris, France","Boston, United States",0.018,freighter,2021-09-07 16:18:44 UTC,2021-09-07 16:18:44 UTC,47234,Convelio202109071809220200
965,CVO-29614,air_freight,"Paris, France","Tokyo, Japan",0.018,freighter,2021-09-07 16:18:46 UTC,2021-09-07 16:18:46 UTC,83732,Convelio202109071809220200
966,CVO-18428,air_freight,"Paris, France","Miami, United States",0.018,freighter,2021-09-07 16:18:46 UTC,2021-09-07 16:18:46 UTC,63353,Convelio202109071809220200
967,CVO-20467,air_freight,"Paris, France","Lyme, United States",0.018,freighter,2021-09-07 16:18:48 UTC,2021-09-07 16:18:48 UTC,48452,Convelio202109071809220200
968,CVO-37469,truck,"Paris, France","Milano, Italy",0.018,"",2021-09-07 16:18:49 UTC,2021-09-07 16:18:49 UTC,907,Convelio202109071809220200
969,CVO-35103,air_freight,"Paris, France","Singapore, Singapore",0.018,freighter,2021-09-07 16:18:50 UTC,2021-09-07 16:18:50 UTC,92390,Convelio202109071809220200
970,CVO-14062,truck,"New York, United States","New Braunfels, United States",0.018181818,"",2021-09-07 16:18:51 UTC,2021-09-07 16:18:51 UTC,3579,Convelio202109071809220200
971,CVO-33295,air_freight,"Gennevilliers, France","New York, United States",0.019,freighter,2021-09-07 16:18:51 UTC,2021-09-07 16:18:51 UTC,52447,Convelio202109071809220200
972,CVO-34820,air_freight,"Paris, France","22.2865/114.1521, Hong Kong",0.019,freighter,2021-09-07 16:18:53 UTC,2021-09-07 16:18:53 UTC,48830,Convelio202109071809220200
973,CVO-28018,truck,"Gennevilliers, France","London, United Kingdom",0.019,"",2021-09-07 16:18:54 UTC,2021-09-07 16:18:54 UTC,501,Convelio202109071809220200
974,CVO-31824,truck,"Gennevilliers, France","Ljubljana, Slovenia",0.019,"",2021-09-07 16:18:54 UTC,2021-09-07 16:18:54 UTC,1453,Convelio202109071809220200
975,CVO-20038,air_freight,"Gennevilliers, France","New York, United States",0.019,freighter,2021-09-07 16:18:55 UTC,2021-09-07 16:18:55 UTC,52447,Convelio202109071809220200
976,CVO-30857,truck,"Gennevilliers, France","Glasgow, United Kingdom",0.019,"",2021-09-07 16:18:56 UTC,2021-09-07 16:18:56 UTC,1331,Convelio202109071809220200
977,CVO-32669,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.019,freighter,2021-09-07 16:18:57 UTC,2021-09-07 16:18:57 UTC,87612,Convelio202109071809220200
978,CVO-33498,air_freight,"Gennevilliers, France","Washington, United States",0.019,freighter,2021-09-07 16:18:58 UTC,2021-09-07 16:18:58 UTC,72558,Convelio202109071809220200
979,CVO-28725,truck,"Gennevilliers, France","London, United Kingdom",0.019,"",2021-09-07 16:18:59 UTC,2021-09-07 16:18:59 UTC,501,Convelio202109071809220200
980,CVO-15301,truck,"Paris, France","Lennik, Belgium",0.02,"",2021-09-07 16:19:00 UTC,2021-09-07 16:19:00 UTC,398,Convelio202109071809220200
981,CVO-16395,air_freight,"Paris, France","Vancouver, Canada",0.02,freighter,2021-09-07 16:19:01 UTC,2021-09-07 16:19:01 UTC,76094,Convelio202109071809220200
982,CVO-11511,air_freight,"Paris, France","New York, United States",0.02,freighter,2021-09-07 16:19:01 UTC,2021-09-07 16:19:01 UTC,55270,Convelio202109071809220200
983,CVO-34916,air_freight,"Paris, France","Kowloon, Hong Kong",0.02,freighter,2021-09-07 16:19:02 UTC,2021-09-07 16:19:02 UTC,92233,Convelio202109071809220200
984,CVO-36968,air_freight,"Paris, France","Kuala Lumpur, Malaysia",0.02,freighter,2021-09-07 16:19:03 UTC,2021-09-07 16:19:03 UTC,99764,Convelio202109071809220200
985,CVO-30126,air_freight,"Gennevilliers, France","Kuala Lumpur, Malaysia",0.021,freighter,2021-09-07 16:19:04 UTC,2021-09-07 16:19:04 UTC,104782,Convelio202109071809220200
986,CVO-27782,air_freight,"Gennevilliers, France","Washington, United States",0.021,freighter,2021-09-07 16:19:05 UTC,2021-09-07 16:19:05 UTC,80196,Convelio202109071809220200
987,CVO-26993,air_freight,"Gennevilliers, France","New York, United States",0.021,freighter,2021-09-07 16:19:05 UTC,2021-09-07 16:19:05 UTC,57967,Convelio202109071809220200
988,CVO-10791,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.021,freighter,2021-09-07 16:19:06 UTC,2021-09-07 16:19:06 UTC,96834,Convelio202109071809220200
989,CVO-17453,truck,"Paris, France","Hamburg, Germany",0.022,"",2021-09-07 16:19:07 UTC,2021-09-07 16:19:07 UTC,1291,Convelio202109071809220200
990,CVO-33446,truck,"Gennevilliers, France","Edinburgh, United Kingdom",0.022,"",2021-09-07 16:19:08 UTC,2021-09-07 16:19:08 UTC,1498,Convelio202109071809220200
991,CVO-21073,air_freight,"Gennevilliers, France","Kafr Manda, Israel",0.022,freighter,2021-09-07 16:19:10 UTC,2021-09-07 16:19:10 UTC,39497,Convelio202109071809220200
